code_system,code,code_description,code_lay_term,code_range_1,code_range_1_description,code_range_2,code_range_2_description,code_range_3,code_range_3_description,code_range_4,code_range_4_description,code_range_5,code_range_5_description,code_range_6,code_range_6_description
HCPCS,L3913,"Hand finger orthosis (HFO), without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3915,"Wrist hand orthosis (WHO), includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3916,"Wrist hand orthosis (WHO), includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3917,"Hand orthosis (HO), metacarpal fracture orthosis, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3918,"Hand orthosis (HO), metacarpal fracture orthosis, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3919,"Hand orthosis (HO), without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3921,"Hand finger orthosis (HFO), includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3923,"Hand finger orthosis (HFO), without joints, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3924,"Hand finger orthosis (HFO), without joints, may include soft interface, straps, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3925,"Finger orthosis (FO), proximal interphalangeal (PIP)/distal interphalangeal (DIP), non torsion joint/spring, extension/flexion, may include soft interface material, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3927,"Finger orthosis (FO), proximal interphalangeal (PIP)/distal interphalangeal (DIP), without joint/spring, extension/flexion (e.g., static or ring type), may include soft interface material, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3929,"Hand finger orthosis (HFO), includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3930,"Hand finger orthosis (HFO), includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3931,"Wrist hand finger orthosis (WHFO), includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3933,"Finger orthosis (FO), without joints, may include soft interface, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3935,"Finger orthosis (FO), nontorsion joint, may include soft interface, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3956,"Addition of joint to upper extremity orthosis, any material; per joint",,L0112-L4631,Orthotic Procedures and services,L3912-L3956,"Additional Miscellaneous Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3960,"Shoulder elbow wrist hand orthosis (SEWHO), abduction positioning, airplane design, prefabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3960-L3973,Shoulder-elbow-wrist-hand Orthotics,,,,,,,,
HCPCS,L3961,"Shoulder elbow wrist hand orthosis (SEWHO), shoulder cap design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3960-L3973,Shoulder-elbow-wrist-hand Orthotics,,,,,,,,
HCPCS,L3962,"Shoulder elbow wrist hand orthosis (SEWHO), abduction positioning, erbs palsey design, prefabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3960-L3973,Shoulder-elbow-wrist-hand Orthotics,,,,,,,,
HCPCS,L3967,"Shoulder elbow wrist hand orthosis (SEWHO), abduction positioning (airplane design), thoracic component and support bar, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3960-L3973,Shoulder-elbow-wrist-hand Orthotics,,,,,,,,
HCPCS,L3971,"Shoulder elbow wrist hand orthosis (SEWHO), shoulder cap design, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3960-L3973,Shoulder-elbow-wrist-hand Orthotics,,,,,,,,
HCPCS,L3973,"Shoulder elbow wrist hand orthosis (SEWHO), abduction positioning (airplane design), thoracic component and support bar, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3960-L3973,Shoulder-elbow-wrist-hand Orthotics,,,,,,,,
HCPCS,L3975,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3975-L3978,Shoulder-elbow-wrist-hand-finger Orthotics,,,,,,,,
HCPCS,L3976,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane design), thoracic component and support bar, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3975-L3978,Shoulder-elbow-wrist-hand-finger Orthotics,,,,,,,,
HCPCS,L3977,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3975-L3978,Shoulder-elbow-wrist-hand-finger Orthotics,,,,,,,,
HCPCS,L3978,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane design), thoracic component and support bar, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3975-L3978,Shoulder-elbow-wrist-hand-finger Orthotics,,,,,,,,
HCPCS,L3980,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3980-L3999,"Fracture, Addition, and Unspecified Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3981,"Upper extremity fracture orthosis, humeral, prefabricated, includes shoulder cap design, with or without joints, forearm section, may include soft interface, straps, includes fitting and adjustments",,L0112-L4631,Orthotic Procedures and services,L3980-L3999,"Fracture, Addition, and Unspecified Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3982,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3980-L3999,"Fracture, Addition, and Unspecified Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3984,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and adjustment",,L0112-L4631,Orthotic Procedures and services,L3980-L3999,"Fracture, Addition, and Unspecified Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3995,"Addition to upper extremity orthosis, sock, fracture or equal, each",,L0112-L4631,Orthotic Procedures and services,L3980-L3999,"Fracture, Addition, and Unspecified Orthotics, Upper Extremities",,,,,,,,
HCPCS,L3999,"Upper limb orthosis, not otherwise specified",,L0112-L4631,Orthotic Procedures and services,L3980-L3999,"Fracture, Addition, and Unspecified Orthotics, Upper Extremities",,,,,,,,
HCPCS,L4000,Replace girdle for spinal orthosis (Cervical-thoracic-lumbar-sacral orthosis (CTLSO) or Shoulder orthosis (SO)),,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4002,"Replacement strap, any orthosis, includes all components, any length, any type",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4010,Replace trilateral socket brim,,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4020,"Replace quadrilateral socket brim, molded to patient model",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4030,"Replace quadrilateral socket brim, custom fitted",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4040,"Replace molded thigh lacer, for custom fabricated orthosis only",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4045,"Replace non-molded thigh lacer, for custom fabricated orthosis only",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4050,"Replace molded calf lacer, for custom fabricated orthosis only",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4055,"Replace non-molded calf lacer, for custom fabricated orthosis only",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4060,Replace high roll cuff,,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4070,Replace proximal and distal upright for KAFO,,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4080,"Replace metal bands KAFO, proximal thigh",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4090,"Replace metal bands KAFO-AFO, calf or distal thigh",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4100,"Replace leather cuff KAFO, proximal thigh",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4110,"Replace leather cuff KAFO-AFO, calf or distal thigh",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4130,Replace pretibial shell,,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4205,"Repair of orthotic device, labor component, per 15 minutes",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4210,"Repair of orthotic device, repair or replace minor parts",,L0112-L4631,Orthotic Procedures and services,L4000-L4210,Orthotic Replacement Parts or Repair,,,,,,,,
HCPCS,L4350,"Ankle control orthosis, stirrup style, rigid, includes any type interface (e.g., pneumatic, gel), prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4360,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4361,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4370,"Pneumatic full leg splint, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4386,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4387,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4392,"Replacement, soft interface material, static AFO",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4394,"Replace soft interface material, foot drop splint",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4396,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4397,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4398,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L4631,"Ankle foot orthosis (AFO), walking boot type, varus/valgus correction, rocker bottom, anterior tibial shell, soft interface, custom arch support, plastic or other material, includes straps and closures, custom fabricated",,L0112-L4631,Orthotic Procedures and services,L4350-L4631,Other Lower Extremity Orthotics,,,,,,,,
HCPCS,L5000,"Partial foot, shoe insert with longitudinal arch, toe filler",,L5000-L9900,Prosthetic Procedures,L5000-L5020,Partial Foot Prosthetics,,,,,,,,
HCPCS,L5010,"Partial foot, molded socket, ankle height, with toe filler",,L5000-L9900,Prosthetic Procedures,L5000-L5020,Partial Foot Prosthetics,,,,,,,,
HCPCS,L5020,"Partial foot, molded socket, tibial tubercle height, with toe filler",,L5000-L9900,Prosthetic Procedures,L5000-L5020,Partial Foot Prosthetics,,,,,,,,
HCPCS,L5050,"Ankle, Symes, molded socket, SACH foot",,L5000-L9900,Prosthetic Procedures,L5050-L5060,Ankle Prosthetics,,,,,,,,
HCPCS,L5060,"Ankle, Symes, metal frame, molded leather socket, articulated ankle/foot",,L5000-L9900,Prosthetic Procedures,L5050-L5060,Ankle Prosthetics,,,,,,,,
HCPCS,L5100,"Below knee, molded socket, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5100-L5105,Below the Knee Prosthetics,,,,,,,,
HCPCS,L5105,"Below knee, plastic socket, joints and thigh lacer, SACH foot",,L5000-L9900,Prosthetic Procedures,L5100-L5105,Below the Knee Prosthetics,,,,,,,,
HCPCS,L5150,"Knee disarticulation (or through knee), molded socket, external knee joints, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5150-L5160,Knee Disarticulation Prosthetics,,,,,,,,
HCPCS,L5160,"Knee disarticulation (or through knee), molded socket, bent knee configuration, external knee joints, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5150-L5160,Knee Disarticulation Prosthetics,,,,,,,,
HCPCS,L5200,"Above knee, molded socket, single axis constant friction knee, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5200-L5230,Above the Knee Prosthetics,,,,,,,,
HCPCS,L5210,"Above knee, short prosthesis, no knee joint ('stubbies'), with foot blocks, no ankle joints, each",,L5000-L9900,Prosthetic Procedures,L5200-L5230,Above the Knee Prosthetics,,,,,,,,
HCPCS,L5220,"Above knee, short prosthesis, no knee joint ('stubbies'), with articulated ankle/foot, dynamically aligned, each",,L5000-L9900,Prosthetic Procedures,L5200-L5230,Above the Knee Prosthetics,,,,,,,,
HCPCS,L5230,"Above knee, for proximal femoral focal deficiency, constant friction knee, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5200-L5230,Above the Knee Prosthetics,,,,,,,,
HCPCS,L5250,"Hip disarticulation, Canadian type; molded socket, hip joint, single axis constant friction knee, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5250-L5270,Hip Disarticulation Prosthetics,,,,,,,,
HCPCS,L5270,"Hip disarticulation, tilt table type; molded socket, locking hip joint, single axis constant friction knee, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5250-L5270,Hip Disarticulation Prosthetics,,,,,,,,
HCPCS,L5280,"Hemipelvectomy, Canadian type; molded socket, hip joint, single axis constant friction knee, shin, SACH foot",,L5000-L9900,Prosthetic Procedures,L5280-L5341,"Endoskeletal Prosthetics, Lower Limbs",,,,,,,,
HCPCS,L5301,"Below knee, molded socket, shin, SACH foot, endoskeletal system",,L5000-L9900,Prosthetic Procedures,L5280-L5341,"Endoskeletal Prosthetics, Lower Limbs",,,,,,,,
HCPCS,L5312,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon, SACH foot, endoskeletal system",,L5000-L9900,Prosthetic Procedures,L5280-L5341,"Endoskeletal Prosthetics, Lower Limbs",,,,,,,,
HCPCS,L5321,"Above knee, molded socket, open end, SACH foot, endoskeletal system, single axis knee",,L5000-L9900,Prosthetic Procedures,L5280-L5341,"Endoskeletal Prosthetics, Lower Limbs",,,,,,,,
HCPCS,L5331,"Hip disarticulation, Canadian type, molded socket, endoskeletal system, hip joint, single axis knee, SACH foot",,L5000-L9900,Prosthetic Procedures,L5280-L5341,"Endoskeletal Prosthetics, Lower Limbs",,,,,,,,
HCPCS,L5341,"Hemipelvectomy, Canadian type, molded socket, endoskeletal system, hip joint, single axis knee, SACH foot",,L5000-L9900,Prosthetic Procedures,L5280-L5341,"Endoskeletal Prosthetics, Lower Limbs",,,,,,,,
HCPCS,L5400,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment, suspension, and one cast change, below knee",,L5000-L9900,Prosthetic Procedures,L5400-L5460,"Prosthetic Fitting, Immediate Postsurgical or Early, Lower Limbs",,,,,,,,
HCPCS,L5410,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension, below knee, each additional cast change and realignment",,L5000-L9900,Prosthetic Procedures,L5400-L5460,"Prosthetic Fitting, Immediate Postsurgical or Early, Lower Limbs",,,,,,,,
HCPCS,L5420,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension and one cast change 'AK' or knee disarticulation",,L5000-L9900,Prosthetic Procedures,L5400-L5460,"Prosthetic Fitting, Immediate Postsurgical or Early, Lower Limbs",,,,,,,,
HCPCS,L5430,"Immediate post surgical or early fitting, application of initial rigid dressing, incl. fitting, alignment and suspension, 'AK' or knee disarticulation, each additional cast change and realignment",,L5000-L9900,Prosthetic Procedures,L5400-L5460,"Prosthetic Fitting, Immediate Postsurgical or Early, Lower Limbs",,,,,,,,
HCPCS,L5450,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, below knee",,L5000-L9900,Prosthetic Procedures,L5400-L5460,"Prosthetic Fitting, Immediate Postsurgical or Early, Lower Limbs",,,,,,,,
HCPCS,L5460,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, above knee",,L5000-L9900,Prosthetic Procedures,L5400-L5460,"Prosthetic Fitting, Immediate Postsurgical or Early, Lower Limbs",,,,,,,,
HCPCS,L5500,"Initial, below knee 'PTB' type socket, non-alignable system, pylon, no cover, SACH foot, plaster socket, direct formed",,L5000-L9900,Prosthetic Procedures,L5500-L5505,"Supply, Initial Prosthesis",,,,,,,,
HCPCS,L5505,"Initial, above knee - knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, SACH foot, plaster socket, direct formed",,L5000-L9900,Prosthetic Procedures,L5500-L5505,"Supply, Initial Prosthesis",,,,,,,,
HCPCS,L5510,"Preparatory, below knee 'PTB' type socket, non-alignable system, pylon, no cover, SACH foot, plaster socket, molded to model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5520,"Preparatory, below knee 'PTB' type socket, non-alignable system, pylon, no cover, SACH foot, thermoplastic or equal, direct formed",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5530,"Preparatory, below knee 'PTB' type socket, non-alignable system, pylon, no cover, SACH foot, thermoplastic or equal, molded to model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5535,"Preparatory, below knee 'PTB' type socket, non-alignable system, no cover, SACH foot, prefabricated, adjustable open end socket",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5540,"Preparatory, below knee 'PTB' type socket, non-alignable system, pylon, no cover, SACH foot, laminated socket, molded to model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5560,"Preparatory, above knee- knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, SACH foot, plaster socket, molded to model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5570,"Preparatory, above knee - knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, SACH foot, thermoplastic or equal, direct formed",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5580,"Preparatory, above knee - knee disarticulation ischial level socket, non-alignable system, pylon, no cover, SACH foot, thermoplastic or equal, molded to model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5585,"Preparatory, above knee - knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, SACH foot, prefabricated adjustable open end socket",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5590,"Preparatory, above knee - knee disarticulation ischial level socket, non-alignable system, pylon no cover, SACH foot, laminated socket, molded to model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5595,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, SACH foot, thermoplastic or equal, molded to patient model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5600,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, SACH foot, laminated socket, molded to patient model",,L5000-L9900,Prosthetic Procedures,L5510-L5600,"Supply, Preparatory Prosthesis",,,,,,,,
HCPCS,L5610,"Addition to lower extremity, endoskeletal system, above knee, hydracadence system",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5611,"Addition to lower extremity, endoskeletal system, above knee-knee disarticulation, 4 bar linkage, with friction swing phase control",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5613,"Addition to lower extremity, endoskeletal system, above knee-knee disarticulation, 4 bar linkage, with hydraulic swing phase control",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5614,"Addition to lower extremity, exoskeletal system, above knee-knee disarticulation, 4 bar linkage, with pneumatic swing phase control",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5615,"Addition, endoskeletal knee-shin system, 4 bar linkage or multiaxial, fluid swing and stance phase control",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5616,"Addition to lower extremity, endoskeletal system, above knee, universal multiplex system, friction swing phase control",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5617,"Addition to lower extremity, quick change self-aligning unit, above knee or below knee, each",,L5000-L9900,Prosthetic Procedures,L5610-L5617,"Endoskeletal Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5618,"Addition to lower extremity, test socket, Symes",,L5000-L9900,Prosthetic Procedures,L5618-L5628,"Test Socket Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5620,"Addition to lower extremity, test socket, below knee",,L5000-L9900,Prosthetic Procedures,L5618-L5628,"Test Socket Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5622,"Addition to lower extremity, test socket, knee disarticulation",,L5000-L9900,Prosthetic Procedures,L5618-L5628,"Test Socket Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5624,"Addition to lower extremity, test socket, above knee",,L5000-L9900,Prosthetic Procedures,L5618-L5628,"Test Socket Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5626,"Addition to lower extremity, test socket, hip disarticulation",,L5000-L9900,Prosthetic Procedures,L5618-L5628,"Test Socket Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5628,"Addition to lower extremity, test socket, hemipelvectomy",,L5000-L9900,Prosthetic Procedures,L5618-L5628,"Test Socket Prosthetic Additions, Lower Extremities",,,,,,,,
HCPCS,L5629,"Addition to lower extremity, below knee, acrylic socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5630,"Addition to lower extremity, Symes type, expandable wall socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5631,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5632,"Addition to lower extremity, Symes type, 'PTB' brim design socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5634,"Addition to lower extremity, Symes type, posterior opening (Canadian) socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5636,"Addition to lower extremity, Symes type, medial opening socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5637,"Addition to lower extremity, below knee, total contact",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
